1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,2,8
9,3,9
10,3,10
11,3,11
12,3,12
13,4,13
14,4,14
15,5,15
16,6,16
17,7,17
18,7,18
19,7,19
20,7,20
21,8,21
22,9,24
23,9,25
24,9,22
25,9,23
26,10,26
27,10,27
28,10,28
29,10,29
30,10,30
